IP address,DNS Packet Length,Response Status,Time
18.220.93.79,66,Refused,1525185337.0670133
18.220.95.78,66,Refused,1525185337.0978792
18.220.97.49,66,Refused,1525185337.131089
18.220.97.238,66,Refused,1525185337.1497555
18.220.99.93,66,Refused,1525185337.1748717
18.220.72.161,153,No Error,1525185337.267554
18.220.107.149,66,Refused,1525185337.333734
18.220.109.210,66,Refused,1525185337.3683417
18.220.111.82,66,Refused,1525185337.3910775
18.220.113.120,66,Refused,1525185337.4250119
18.220.116.99,66,Refused,1525185337.47129
18.220.118.14,66,Refused,1525185337.4983857
18.220.118.57,66,Refused,1525185337.5039513
18.220.120.117,66,Refused,1525185337.5519514
18.220.120.105,66,Refused,1525185337.5609164
18.219.11.81,66,Server Failure,1525185337.5678337
18.220.125.42,66,Refused,1525185337.6603515
18.220.126.249,66,Refused,1525185337.6895864
18.220.127.53,66,Refused,1525185337.6931038
18.220.127.65,66,Refused,1525185337.694033
18.220.127.232,66,Refused,1525185337.7029874
18.220.128.183,66,Refused,1525185337.7159684
18.220.116.102,82,No Error,1525185337.7397513
18.220.132.191,66,Refused,1525185337.780847
18.220.134.136,66,Server Failure,1525185337.808981
18.220.136.178,66,Refused,1525185337.8442883
18.220.112.45,66,Server Failure,1525185337.8814976
18.220.140.132,130,No Error,1525185337.9348938
18.220.122.192,66,Server Failure,1525185337.9473472
18.220.105.13,66,Server Failure,1525185337.9484167
18.220.142.155,66,Refused,1525185337.9593449
18.220.72.161,242,No Error,1525185338.0800674
18.220.147.86,82,No Error,1525185338.0856476
18.220.149.199,66,Refused,1525185338.1230047
18.219.101.41,77,No Error,1525185338.187095
18.220.153.99,82,No Error,1525185338.1900234
18.220.143.81,82,No Error,1525185338.2066178
18.220.155.219,66,Refused,1525185338.224322
18.220.156.129,66,Refused,1525185338.2401018
18.220.158.36,66,Refused,1525185338.25934
18.220.158.116,66,Refused,1525185338.265544
18.220.159.198,66,Server Failure,1525185338.290271
18.220.161.10,66,Refused,1525185338.3200023
18.220.163.95,66,Refused,1525185338.3721035
18.220.163.149,66,Refused,1525185338.376959
18.220.168.86,66,Refused,1525185338.4930408
18.220.171.9,66,Refused,1525185338.552466
18.220.172.105,66,Refused,1525185338.5862627
18.220.172.117,66,Refused,1525185338.587367
18.220.178.166,66,Refused,1525185338.7057595
18.220.181.19,66,Refused,1525185338.7423766
18.220.173.43,82,No Error,1525185338.7642488
18.220.183.151,66,Refused,1525185338.7812536
18.220.187.123,66,Refused,1525185338.842437
18.220.187.186,66,Refused,1525185338.8458133
18.220.190.119,66,Refused,1525185338.889172
18.218.184.170,66,Server Failure,1525185338.8929281
18.220.191.196,66,Refused,1525185338.909604
18.220.192.95,82,No Error,1525185338.933357
18.220.192.255,66,Refused,1525185338.9351203
18.220.196.150,82,No Error,1525185339.03074
18.220.197.219,66,Refused,1525185339.0457652
18.220.207.124,66,Refused,1525185339.2515001
18.220.207.139,66,Refused,1525185339.2525718
18.220.210.157,66,Refused,1525185339.3221185
18.220.211.74,66,Refused,1525185339.3272061
18.218.191.242,66,Server Failure,1525185339.333616
18.218.244.90,66,Server Failure,1525185339.336561
18.220.211.93,66,Refused,1525185339.3407645
18.220.215.172,66,Refused,1525185339.4106522
18.220.216.183,66,Refused,1525185339.412037
18.220.210.91,66,Refused,1525185339.4822953
18.220.223.70,66,Refused,1525185339.5466447
18.220.225.225,66,Refused,1525185339.6044712
18.220.224.80,82,No Error,1525185339.6649709
18.219.133.209,66,Server Failure,1525185339.6859462
18.220.72.161,327,No Error,1525185339.6893954
18.220.230.45,82,No Error,1525185339.708045
18.220.234.17,66,Refused,1525185339.793441
18.220.236.57,66,Refused,1525185339.8241975
18.220.245.71,66,Refused,1525185339.96388
18.220.246.218,66,Refused,1525185339.9749594
18.220.251.22,82,No Error,1525185340.0501893
18.220.250.202,66,Refused,1525185340.0581708
18.219.104.212,66,Server Failure,1525185340.083937
18.220.254.49,66,Refused,1525185340.0969026
18.220.254.239,66,Refused,1525185340.10947
18.221.0.92,66,Refused,1525185340.132172
18.221.0.253,66,Refused,1525185340.142812
18.221.1.209,66,Refused,1525185340.1591613
18.221.2.70,66,Refused,1525185340.1626723
18.221.4.187,66,Refused,1525185340.2500908
18.221.8.137,66,Refused,1525185340.2598932
18.221.10.208,66,Refused,1525185340.2950215
18.221.16.5,66,Refused,1525185340.3953273
18.221.16.94,66,Server Failure,1525185340.3979354
18.221.17.121,66,Refused,1525185340.4316957
18.221.25.71,66,Refused,1525185340.6209645
18.221.28.125,66,Refused,1525185340.728914
18.221.34.147,66,Refused,1525185340.8131063
18.221.34.31,66,Refused,1525185340.8179061
18.221.34.218,66,Refused,1525185340.8312104
18.221.41.209,279,No Error,1525185340.9855204
18.221.46.188,66,Refused,1525185341.0868845
18.221.47.18,66,Refused,1525185341.1058874
18.221.49.151,66,Refused,1525185341.1522331
18.221.50.102,130,No Error,1525185341.1581771
18.221.41.209,268,No Error,1525185341.1930027
18.221.47.224,82,No Error,1525185341.2658045
18.221.56.29,66,Refused,1525185341.3008611
18.221.58.236,66,Refused,1525185341.3614419
18.221.60.67,66,Refused,1525185341.3944385
18.221.60.161,66,Refused,1525185341.3988647
18.221.49.232,77,No Error,1525185341.458375
18.221.49.232,82,No Error,1525185341.4774833
18.221.66.87,66,Refused,1525185341.5372527
18.221.67.1,66,Refused,1525185341.5423489
18.221.41.209,141,No Error,1525185341.5937657
18.221.73.54,66,Refused,1525185341.673006
18.221.76.140,66,Refused,1525185341.7515752
18.221.77.46,66,Refused,1525185341.7562063
18.221.77.154,66,Refused,1525185341.7761812
18.221.79.179,66,Refused,1525185341.8279405
18.221.83.51,66,Refused,1525185341.8975317
18.221.83.207,66,Refused,1525185341.9039595
18.221.83.67,66,Refused,1525185341.906679
18.221.83.116,82,No Error,1525185341.91652
18.221.87.34,66,Refused,1525185341.9807646
18.221.93.34,66,Refused,1525185342.1056633
18.221.93.80,66,Refused,1525185342.1114883
18.221.96.64,82,No Error,1525185342.1901393
18.221.98.107,66,Refused,1525185342.220459
18.221.101.3,66,Refused,1525185342.309599
18.221.41.209,203,No Error,1525185342.3947449
18.221.107.140,66,Refused,1525185342.4191077
18.221.110.11,66,Refused,1525185342.4843798
18.221.110.231,66,Refused,1525185342.506119
18.221.110.202,66,Refused,1525185342.512237
18.221.111.84,66,Refused,1525185342.5149505
18.221.118.225,66,Refused,1525185342.6799707
18.221.123.39,66,Refused,1525185342.7663918
18.221.123.90,497,No Error,1525185342.7673514
18.221.123.114,66,Refused,1525185342.775335
18.221.124.16,66,Refused,1525185342.7780743
18.221.124.221,66,Refused,1525185342.798036
18.221.126.198,66,Refused,1525185342.8527024
18.221.127.142,66,Refused,1525185342.8547742
18.220.72.161,311,No Error,1525185342.8926413
18.221.130.62,82,No Error,1525185342.9446554
18.221.132.255,66,Refused,1525185342.9831316
18.221.132.253,66,Refused,1525185342.989397
18.221.134.147,66,Refused,1525185343.0106287
18.219.224.95,66,Server Failure,1525185343.126797
18.221.142.58,66,Refused,1525185343.202363
18.221.144.64,66,Refused,1525185343.231591
18.221.144.138,66,Refused,1525185343.2342863
18.221.145.58,66,Refused,1525185343.2482548
18.221.146.83,66,Refused,1525185343.254504
18.221.147.8,66,Refused,1525185343.2783456
18.221.147.118,82,No Error,1525185343.282447
18.221.148.3,66,Refused,1525185343.3013623
18.221.149.163,66,Refused,1525185343.3502645
18.221.151.105,66,Refused,1525185343.3803804
18.221.152.40,66,Refused,1525185343.3940911
18.221.152.137,66,Refused,1525185343.4096184
18.221.158.63,66,Refused,1525185343.5296035
18.221.159.138,66,Refused,1525185343.5559363
18.221.160.70,66,Refused,1525185343.5765014
18.221.163.99,66,Refused,1525185343.6311193
18.221.163.188,66,Refused,1525185343.6522243
18.221.163.216,66,Refused,1525185343.6559927
18.221.165.32,66,Refused,1525185343.675402
18.221.166.92,66,Refused,1525185343.7172985
18.221.167.11,12,Refused,1525185343.721655
18.221.171.223,66,Refused,1525185343.8287024
18.221.172.36,66,Refused,1525185343.8340638
18.221.173.129,66,Refused,1525185343.8569868
18.221.174.107,66,Refused,1525185343.8826566
18.221.175.0,66,Refused,1525185343.8995094
18.221.178.58,66,Refused,1525185343.9624727
18.221.41.209,360,No Error,1525185344.0034103
18.221.189.120,66,Refused,1525185344.2154913
18.221.190.52,66,Refused,1525185344.220704
18.220.54.193,66,Server Failure,1525185344.3067544
18.221.205.40,66,Refused,1525185344.550834
18.221.205.173,66,Refused,1525185344.5562003
18.221.206.245,66,Refused,1525185344.5784864
18.221.210.140,82,No Error,1525185344.6886756
18.221.214.90,66,Refused,1525185344.74394
18.221.214.116,66,Refused,1525185344.7495499
18.221.216.192,66,Refused,1525185344.7940545
18.221.217.228,66,Refused,1525185344.8180327
18.221.219.223,66,Refused,1525185344.8747387
18.221.220.69,66,Refused,1525185344.8801758
18.221.222.111,66,Refused,1525185344.9254932
18.220.72.246,66,Server Failure,1525185344.945749
18.221.226.120,66,Refused,1525185345.018073
18.221.171.73,77,No Error,1525185345.0486712
18.221.233.237,66,Refused,1525185345.1835032
18.221.234.221,66,Refused,1525185345.1902876
18.221.236.9,39,Unpack ERROR,1525185345.336112
18.221.236.177,66,Refused,1525185345.3380969
18.221.171.73,112,No Error,1525185345.3385448
18.221.237.84,66,Refused,1525185345.3401785
18.221.237.244,66,Refused,1525185345.3405309
18.221.201.211,82,No Error,1525185345.3409922
18.221.246.6,66,Server Failure,1525185345.4345727
18.221.246.132,497,No Error,1525185345.4515884
18.221.253.66,66,Refused,1525185345.5945601
18.221.253.221,66,Refused,1525185345.5986457
18.221.255.22,66,Refused,1525185345.6399474
18.221.255.27,82,No Error,1525185345.6604555
18.222.0.197,12,Refused,1525185345.675836
18.222.2.118,66,Refused,1525185345.7044604
18.222.2.138,66,Refused,1525185345.707985
18.221.254.213,66,Server Failure,1525185345.8180947
18.222.2.104,66,Refused,1525185345.8595102
18.222.9.159,66,Refused,1525185345.8641143
18.222.10.131,66,No Error,1525185345.870397
18.222.11.128,66,Refused,1525185345.8993711
18.222.12.105,66,Refused,1525185345.9199464
18.222.18.90,66,Refused,1525185346.043143
18.222.13.27,66,Server Failure,1525185346.1191256
18.220.150.153,66,Server Failure,1525185346.1314945
18.222.15.113,82,No Error,1525185346.1421003
18.222.2.90,66,Refused,1525185346.1457105
18.219.237.245,66,Server Failure,1525185346.2210221
18.222.32.231,82,No Error,1525185346.2683954
18.222.37.157,66,Refused,1525185346.3384676
18.222.40.186,66,Refused,1525185346.3871026
18.222.39.220,66,Refused,1525185346.394827
18.222.42.237,66,Refused,1525185346.4364364
18.222.44.89,66,Refused,1525185346.4777489
18.222.45.84,66,Server Failure,1525185346.5004373
18.222.48.64,66,Refused,1525185346.5574183
18.222.54.164,66,Refused,1525185346.697483
18.222.56.253,66,Refused,1525185346.7450178
18.222.62.151,66,Refused,1525185346.865004
18.222.63.253,66,Refused,1525185346.890691
18.222.65.30,66,Refused,1525185346.9164336
18.222.66.209,66,Refused,1525185346.9614732
18.222.70.72,66,Refused,1525185347.032329
18.222.72.127,66,Refused,1525185347.083105
18.222.73.49,66,Refused,1525185347.100985
18.222.75.242,66,Refused,1525185347.1329966
18.222.76.209,82,No Error,1525185347.162666
18.222.79.105,66,Server Failure,1525185347.1817675
18.222.78.1,82,No Error,1525185347.1911604
18.221.41.209,281,No Error,1525185347.199344
18.222.79.254,66,Refused,1525185347.2011878
18.222.82.11,66,Refused,1525185347.2255754
18.222.72.224,82,No Error,1525185347.2301543
18.222.81.224,82,No Error,1525185347.2348285
18.222.84.84,66,Refused,1525185347.2626326
18.219.103.220,77,No Error,1525185347.3113062
18.222.89.180,66,Refused,1525185347.3842008
18.222.89.246,66,Refused,1525185347.4022331
18.222.93.201,66,Refused,1525185347.4783337
18.222.89.5,82,No Error,1525185347.5284476
18.222.102.70,82,No Error,1525185347.6628036
18.220.72.161,253,No Error,1525185347.689419
18.222.104.137,66,Refused,1525185347.7094755
18.221.17.84,66,Server Failure,1525185348.6022284
18.222.154.58,66,Refused,1525185348.7433991
18.222.155.3,66,Refused,1525185348.762248
18.222.157.21,66,Refused,1525185348.811509
18.222.157.71,66,Refused,1525185348.8160205
18.220.72.161,306,No Error,1525185348.9395278
18.220.72.161,135,No Error,1525185348.9444041
18.220.72.161,227,No Error,1525185348.950898
18.220.72.161,281,No Error,1525185348.952114
18.220.72.161,245,No Error,1525185348.9524765
18.221.124.241,66,Server Failure,1525185350.9242303
18.221.41.209,196,No Error,1525185352.0012772
18.221.41.209,263,No Error,1525185353.2351096
18.221.41.209,238,No Error,1525185353.2404087
18.221.41.209,272,No Error,1525185353.2446465
18.221.41.209,140,No Error,1525185353.2469764
18.221.41.209,284,No Error,1525185353.2473412
18.221.172.5,66,Server Failure,1525185355.2856283
18.224.0.100,66,Refused,1525185355.495436
18.222.44.3,66,Server Failure,1525185356.0361657
18.221.209.137,66,Server Failure,1525185356.286753
18.222.12.125,66,Server Failure,1525185356.3307552
18.228.0.59,66,Refused,1525185369.6769693
18.228.0.179,66,Refused,1525185369.6783462
18.228.12.132,66,Refused,1525185369.766399
18.228.16.132,82,No Error,1525185369.8383272
18.228.25.110,66,Refused,1525185369.9502685
18.228.32.176,66,Refused,1525185370.0395374
18.228.0.248,66,Server Failure,1525185377.6111653
18.231.2.143,66,Refused,1525185254.0944397
18.231.4.26,66,Refused,1525185254.1289759
18.231.5.122,66,Refused,1525185254.173366
18.231.9.24,66,Refused,1525185254.2433755
18.231.13.85,82,No Error,1525185254.3415782
18.231.14.210,66,Refused,1525185254.3759706
18.231.15.26,66,Refused,1525185254.3807764
18.231.15.135,66,Refused,1525185254.3870752
18.231.16.188,12,Refused,1525185254.424268
18.231.17.95,66,Refused,1525185254.4329743
18.231.18.13,66,Refused,1525185254.447227
18.231.21.250,66,Refused,1525185254.5370004
18.231.27.165,66,Refused,1525185254.6747975
18.231.29.163,66,Refused,1525185254.7213511
18.231.30.10,66,Server Failure,1525185254.7275298
18.231.31.207,66,Refused,1525185254.7620962
18.231.32.182,66,Refused,1525185254.786296
18.231.36.0,66,Refused,1525185254.8585625
18.231.36.79,66,Refused,1525185254.8671665
18.231.36.226,82,No Error,1525185254.886588
18.231.36.235,66,Refused,1525185254.8911061
18.231.38.98,66,Refused,1525185254.9772704
18.231.42.96,66,Refused,1525185255.006185
18.231.42.134,66,Refused,1525185255.0466976
18.231.46.163,66,Refused,1525185255.1194818
18.231.47.208,66,Server Failure,1525185255.1448803
18.231.51.163,66,Refused,1525185255.210454
18.231.52.173,66,Refused,1525185255.2267997
18.231.44.83,66,Server Failure,1525185255.284537
18.231.57.113,66,Refused,1525185255.3406794
18.231.58.190,66,Refused,1525185255.3708248
18.231.60.60,66,Refused,1525185255.407954
18.231.63.224,66,Refused,1525185255.4894018
18.231.64.74,497,No Error,1525185255.500206
18.231.66.122,66,Refused,1525185255.5690808
18.231.70.146,66,Refused,1525185255.649406
18.231.71.122,66,Refused,1525185255.6587863
18.231.77.119,66,Refused,1525185255.7988374
18.231.77.239,66,Refused,1525185255.8125083
18.231.79.63,66,Refused,1525185255.83983
18.231.79.39,66,Refused,1525185255.8425431
18.231.79.174,82,No Error,1525185255.8518524
18.231.80.253,66,Refused,1525185255.8782835
18.231.82.222,82,Format Error,1525185255.9193625
18.231.83.129,66,Refused,1525185255.9330587
18.231.82.170,66,Refused,1525185255.9417007
18.231.83.172,66,Refused,1525185255.9426775
18.231.91.74,66,Refused,1525185256.1116104
18.231.93.54,66,Refused,1525185256.161378
18.231.95.177,66,Refused,1525185256.2142305
18.231.96.22,66,Refused,1525185256.2239788
18.231.96.96,66,Refused,1525185256.231184
18.231.97.75,66,Refused,1525185256.2513847
18.231.98.103,66,Refused,1525185256.2762198
18.231.99.220,66,Refused,1525185256.3130322
18.231.99.227,66,Server Failure,1525185256.318428
18.231.99.250,82,No Error,1525185256.32011
18.231.103.197,66,Refused,1525185256.4103825
18.231.107.137,82,No Error,1525185256.49455
18.231.115.76,66,Refused,1525185256.6694953
18.231.115.17,66,Refused,1525185256.676357
18.231.121.253,66,Refused,1525185256.828648
18.231.122.219,82,No Error,1525185256.8482475
18.231.125.145,66,Refused,1525185256.9193065
18.231.147.170,66,Refused,1525185257.425014
18.231.149.160,66,Refused,1525185257.5301232
18.231.154.40,82,No Error,1525185257.5784266
18.231.155.196,66,Refused,1525185257.613069
18.231.162.245,66,Refused,1525185257.781586
18.231.163.227,66,Refused,1525185257.8322396
18.231.174.82,66,Refused,1525185258.0337112
18.231.183.67,66,Refused,1525185258.2415018
18.231.192.228,66,Refused,1525185258.459654
18.232.0.50,82,No Error,1525185259.766756
18.232.6.103,66,Refused,1525185259.9083812
18.232.4.142,82,No Error,1525185260.0414476
18.232.15.34,66,No Error,1525185260.1674774
18.232.23.222,66,Server Failure,1525185260.30519
18.232.24.178,66,Refused,1525185260.3251503
18.232.30.77,66,Refused,1525185260.4584875
18.232.24.141,82,No Error,1525185260.463423
18.232.41.56,66,Server Failure,1525185260.7001932
18.232.39.31,66,No Error,1525185260.718114
18.232.43.98,66,Refused,1525185260.7529037
18.232.44.8,82,No Error,1525185260.9055748
18.232.59.19,82,No Error,1525185261.2335143
18.232.70.188,82,No Error,1525185261.4847028
18.232.79.4,82,No Error,1525185261.5771332
18.232.82.208,66,Refused,1525185261.6649861
18.232.99.232,66,Refused,1525185262.0620081
18.232.109.149,66,Refused,1525185262.633338
18.232.143.59,66,Refused,1525185263.0611384
18.231.70.246,66,Server Failure,1525185263.5867941
18.231.69.25,66,Server Failure,1525185263.614282
18.232.176.25,66,Refused,1525185263.7879596
18.232.180.4,66,Refused,1525185263.9073622
18.232.155.40,82,No Error,1525185263.9691474
18.232.176.158,82,No Error,1525185263.9742706
18.232.189.13,82,No Error,1525185264.0805607
18.232.194.129,66,Refused,1525185264.2075317
18.232.195.215,66,No Error,1525185264.3092675
18.232.204.216,66,Server Failure,1525185264.4405496
18.232.208.249,66,Refused,1525185264.5335188
18.232.219.90,66,Refused,1525185264.7713215
18.232.221.88,66,Refused,1525185264.8172958
18.232.227.175,66,Refused,1525185264.9660807
18.232.229.6,66,No Error,1525185265.0512671
18.232.232.33,66,Refused,1525185265.0591624
18.232.238.121,82,No Error,1525185265.2067924
18.232.227.112,82,No Error,1525185265.271275
18.232.238.236,66,No Error,1525185265.2855656
18.232.254.203,66,Refused,1525185265.5814104
18.232.252.41,66,No Error,1525185265.58747
18.232.254.60,66,No Error,1525185265.6352055
18.233.1.49,66,Refused,1525185265.637534
18.233.1.90,66,Server Failure,1525185265.6533425
18.233.3.168,66,Refused,1525185265.7025933
18.233.1.10,66,No Error,1525185265.7048528
18.233.10.8,82,No Error,1525185265.8471062
18.233.6.153,82,No Error,1525185265.8531754
18.233.13.160,66,Refused,1525185265.9271955
18.233.14.73,66,Refused,1525185265.943636
18.233.16.239,66,Refused,1525185266.0037696
18.233.22.15,66,Refused,1525185266.1206005
18.233.27.249,66,Refused,1525185266.257404
18.233.25.125,66,No Error,1525185266.2601438
18.233.34.177,66,No Error,1525185266.406516
18.233.36.201,66,Refused,1525185266.4595463
18.233.38.148,66,Refused,1525185266.4991674
18.233.43.62,66,Refused,1525185266.6046085
18.233.44.242,497,No Error,1525185266.6442878
18.233.45.86,66,Refused,1525185266.653144
18.233.51.237,66,Refused,1525185266.807371
18.233.55.220,66,Refused,1525185266.8959615
18.233.59.21,82,No Error,1525185266.9691823
18.233.64.158,66,Refused,1525185267.1013184
18.233.66.46,82,No Error,1525185267.1741884
18.233.68.130,66,Refused,1525185267.1905913
18.233.72.88,66,Refused,1525185267.2829075
18.233.83.20,66,Refused,1525185267.5369964
18.233.87.6,66,Refused,1525185267.6526146
18.233.89.33,66,Refused,1525185267.699385
18.233.89.174,66,Refused,1525185267.7039347
18.233.90.0,66,Refused,1525185267.7079847
18.233.87.147,82,No Error,1525185267.7545598
18.233.99.163,66,Refused,1525185267.9292433
18.233.102.74,66,Refused,1525185267.9779823
18.233.106.139,66,Refused,1525185268.0744822
18.233.93.27,82,No Error,1525185268.0865495
18.233.108.93,66,No Error,1525185268.198469
18.233.104.219,66,Refused,1525185268.2119412
18.232.14.143,66,Server Failure,1525185268.2391331
18.233.115.168,66,Refused,1525185268.285628
18.233.121.60,82,No Error,1525185268.4095607
18.233.120.249,66,No Error,1525185268.45333
18.233.124.147,66,Refused,1525185268.46364
18.233.127.234,66,Refused,1525185268.538403
18.233.134.194,66,Refused,1525185268.694775
18.233.133.238,66,No Error,1525185268.7460597
18.233.139.75,66,Refused,1525185268.788221
18.233.156.218,66,Refused,1525185269.1849818
18.233.168.78,82,No Error,1525185269.451355
18.233.170.34,66,Refused,1525185269.4759471
18.233.170.72,66,Refused,1525185269.4850996
18.233.166.103,66,Refused,1525185269.5675519
18.233.174.238,66,Refused,1525185269.5796356
18.233.176.183,66,Refused,1525185269.6162763
18.233.177.179,66,Refused,1525185269.6319935
18.233.178.51,66,Refused,1525185269.6479797
18.233.178.13,66,No Error,1525185269.715509
18.233.170.40,82,No Error,1525185269.7234771
18.233.146.112,82,No Error,1525185269.7294295
18.233.116.199,82,No Error,1525185269.791226
18.233.189.37,66,Refused,1525185269.8930738
18.233.192.176,66,Server Failure,1525185269.9722748
18.233.198.235,66,No Error,1525185270.170311
18.233.205.139,66,Refused,1525185270.2651994
18.233.216.193,66,Refused,1525185270.507275
18.233.222.243,66,Refused,1525185270.6320176
18.233.230.120,66,Refused,1525185270.7982247
18.233.232.156,66,No Error,1525185270.9065876
18.233.242.53,82,No Error,1525185271.0656977
18.233.243.123,66,No Error,1525185271.1531348
18.233.247.107,66,Refused,1525185271.17833
18.233.249.222,66,No Error,1525185271.3002024
18.233.251.175,66,No Error,1525185271.3472142
18.233.253.145,66,No Error,1525185271.3811169
18.234.1.94,66,No Error,1525185271.4704974
18.234.4.120,66,Refused,1525185271.4762607
18.234.5.71,66,Refused,1525185271.4967453
18.234.6.74,66,Refused,1525185271.5207047
18.234.9.214,66,Refused,1525185271.6025503
18.234.8.216,66,No Error,1525185271.6401997
18.233.3.65,66,Server Failure,1525185274.16529
18.233.92.127,66,Server Failure,1525185279.7424672
18.236.1.214,66,Refused,1525185282.6422064
18.236.7.21,66,Refused,1525185282.7632067
18.236.7.228,66,Refused,1525185282.7795274
18.236.9.42,66,Refused,1525185282.806305
18.236.9.198,66,Refused,1525185282.8126495
18.236.12.139,66,No Error,1525185282.9186842
18.236.20.81,66,Refused,1525185283.0441833
18.236.22.145,66,Refused,1525185283.0890443
18.236.26.201,66,Refused,1525185283.1913905
18.236.26.232,66,No Error,1525185283.2280526
18.236.29.122,66,Refused,1525185283.2570152
18.236.30.7,66,Refused,1525185283.2611916
18.236.29.205,66,No Error,1525185283.2931023
18.236.35.220,66,Refused,1525185283.3755012
18.236.39.243,66,No Error,1525185283.4933949
18.236.41.187,66,Refused,1525185283.509097
18.236.44.219,66,Refused,1525185283.5814319
18.236.47.144,66,Refused,1525185283.6341476
18.236.47.109,66,Refused,1525185283.6386526
18.236.48.164,66,Refused,1525185283.6553822
18.236.53.8,66,No Error,1525185283.791632
18.236.55.44,66,Refused,1525185283.80162
18.236.58.187,66,No Error,1525185283.905171
18.236.85.95,12,Refused,1525185284.4486935
18.236.102.54,82,No Error,1525185284.8226006
18.236.86.107,66,Server Failure,1525185284.9840593
18.236.90.119,82,No Error,1525185284.9905806
18.236.88.179,82,No Error,1525185285.100552
18.236.132.11,66,Refused,1525185285.463979
18.236.90.80,82,No Error,1525185285.735347
18.236.167.17,251,No Error,1525185286.2333481
18.236.156.31,66,Server Failure,1525185286.359959
18.236.167.17,289,No Error,1525185286.43016
18.236.177.125,66,Refused,1525185286.4641707
18.236.153.44,66,Server Failure,1525185286.4655628
18.236.157.67,66,Server Failure,1525185286.5531602
18.236.187.123,66,Refused,1525185286.6780703
18.236.167.17,238,No Error,1525185286.8383408
18.236.184.112,66,Server Failure,1525185287.054012
18.236.167.17,227,No Error,1525185287.6450129
18.236.227.105,82,No Error,1525185287.9686022
18.237.5.109,66,Refused,1525185288.2925818
18.236.251.146,82,No Error,1525185288.5144324
18.236.223.177,82,No Error,1525185288.6896522
18.236.226.155,82,No Error,1525185288.764645
18.236.167.17,351,No Error,1525185289.2463703
18.236.167.17,296,No Error,1525185292.4495513
18.236.145.7,66,Server Failure,1525185294.1255898
18.236.167.17,187,No Error,1525185297.2450662
18.236.167.17,342,No Error,1525185298.4805508
18.236.167.17,208,No Error,1525185298.4866593
18.236.167.17,191,No Error,1525185298.4925303
18.236.167.17,243,No Error,1525185298.4959974
18.236.167.17,272,No Error,1525185298.496393
18.181.0.27,66,Refused,1525185257.2162793
18.181.0.38,66,Refused,1525185257.224572
18.181.0.31,66,Refused,1525185257.232402
18.181.0.45,66,Refused,1525185257.235483
18.181.0.105,66,Refused,1525185257.24032
18.181.0.181,66,Refused,1525185257.2450912
18.181.0.184,66,Refused,1525185257.2528257
18.181.0.245,66,Refused,1525185257.2545695
18.181.1.23,66,Refused,1525185257.257514
18.181.1.30,66,Refused,1525185257.2580078
18.181.0.62,66,Name Error,1525185257.2583637
18.181.1.85,66,Refused,1525185257.2587042
18.181.0.80,66,Name Error,1525185257.2590797
18.181.1.242,66,Refused,1525185257.2594306
18.181.2.4,66,Refused,1525185257.2792115
18.181.2.31,66,Refused,1525185257.2813091
18.181.2.73,66,Refused,1525185257.2851841
18.181.2.75,66,Refused,1525185257.2900646
18.181.2.149,66,Refused,1525185257.2912085
18.181.3.168,66,Refused,1525185257.291554
18.181.4.105,66,Refused,1525185257.3105829
18.181.4.145,66,Refused,1525185257.3179076
18.181.4.244,66,Refused,1525185257.3205867
18.181.5.60,66,Refused,1525185257.3244772
18.181.5.74,66,Refused,1525185257.3250256
18.181.6.140,66,No Error,1525185257.3451502
18.182.4.131,66,Refused,1525185259.4846504
18.182.5.144,66,Refused,1525185259.5161474
18.182.15.179,66,Refused,1525185259.5617194
18.182.27.213,82,No Error,1525185259.6460617
18.182.65.70,66,Refused,1525185259.9405398
18.182.47.210,131,No Error,1525185260.575409
18.182.22.67,77,No Error,1525185261.059109
18.184.12.231,66,Refused,1525185263.6705337
18.184.20.6,66,Refused,1525185263.7745805
18.184.22.202,66,Server Failure,1525185263.8245525
18.184.22.131,66,Refused,1525185263.8316367
18.184.24.7,66,No Error,1525185263.8394215
18.184.23.230,497,No Error,1525185263.8504126
18.184.25.35,66,Refused,1525185263.866039
18.184.27.41,66,Refused,1525185263.8922403
18.184.40.103,66,Refused,1525185264.175309
18.184.40.104,66,Refused,1525185264.1951506
18.184.42.50,66,Refused,1525185264.2097354
18.184.12.45,82,No Error,1525185264.2507539
18.184.15.134,82,No Error,1525185264.2581012
18.184.16.6,82,No Error,1525185264.2623436
18.184.19.86,82,No Error,1525185264.3034277
18.184.20.74,82,No Error,1525185264.3067822
18.184.48.88,66,Refused,1525185264.3474236
18.184.28.178,82,No Error,1525185264.3504446
18.184.22.141,82,No Error,1525185264.3574247
18.184.27.233,82,No Error,1525185264.40865
18.184.51.180,82,No Error,1525185264.4172144
18.184.34.212,82,No Error,1525185264.5417776
18.197.201.205,77,No Error,1525185264.5750828
18.196.13.132,77,No Error,1525185264.5813208
18.184.38.32,82,No Error,1525185264.5907507
18.194.115.207,77,No Error,1525185264.5919008
18.194.141.241,77,No Error,1525185264.592264
18.194.9.51,77,No Error,1525185264.6220648
18.184.61.104,66,Refused,1525185264.6395478
18.184.49.72,82,No Error,1525185264.6817343
18.184.41.27,82,No Error,1525185264.6830828
18.196.13.132,77,No Error,1525185264.698511
18.184.64.44,66,Refused,1525185264.7040932
18.184.64.7,66,Refused,1525185264.7081313
18.184.66.101,66,Refused,1525185264.7300196
18.184.61.1,77,No Error,1525185264.747074
