IP address,DNS Packet Length,Response Status,Time
18.208.90.128,66,Refused,1525185271.0599227
18.208.91.37,82,No Error,1525185271.0734353
18.208.90.135,66,No Error,1525185271.1280367
18.208.93.12,66,No Error,1525185271.1843507
18.208.93.138,66,No Error,1525185271.1921356
18.208.98.194,66,Refused,1525185271.2491283
18.208.109.81,66,Refused,1525185271.4952886
18.208.111.90,82,No Error,1525185271.5401535
18.208.101.248,82,No Error,1525185271.6135724
18.208.103.153,82,No Error,1525185271.6193738
18.208.113.177,66,No Error,1525185271.6645691
18.208.120.19,82,No Error,1525185271.8747177
18.208.104.133,66,No Error,1525185274.0220468
18.208.15.237,66,Server Failure,1525185277.7132132
18.208.79.195,66,Server Failure,1525185278.3599732
18.208.13.201,66,Server Failure,1525185279.2770097
18.217.87.116,77,No Error,1525185285.740239
18.222.5.97,77,No Error,1525185285.8415613
18.219.99.203,77,No Error,1525185285.8824031
18.219.177.100,77,No Error,1525185286.672707
18.216.185.81,77,No Error,1525185287.2529833
18.218.147.222,77,No Error,1525185288.2126226
18.219.101.41,77,No Error,1525185289.180209
18.216.185.81,77,No Error,1525185290.425422
18.216.8.183,66,Refused,1525185311.399743
18.216.14.143,66,Refused,1525185311.536304
18.216.16.45,130,No Error,1525185311.5722697
18.216.17.27,66,Refused,1525185311.5925503
18.216.18.54,66,Refused,1525185311.6186087
18.216.19.35,66,Refused,1525185311.6407034
18.216.19.202,66,Refused,1525185311.657832
18.216.22.166,66,Refused,1525185311.7246647
18.216.24.113,66,Refused,1525185311.7714763
18.216.25.250,66,Refused,1525185311.8020804
18.216.26.42,66,Refused,1525185311.807516
18.216.28.56,66,Refused,1525185311.8524299
18.216.28.75,66,Refused,1525185311.8583295
18.216.28.206,66,Refused,1525185311.8682716
18.216.30.182,66,Refused,1525185311.9136052
18.219.190.140,77,No Error,1525185311.9304416
18.216.31.124,66,Refused,1525185311.9314594
18.216.31.116,66,Refused,1525185311.9385228
18.216.31.204,66,Refused,1525185311.9399617
18.216.32.8,66,Refused,1525185311.9469078
18.216.24.240,82,No Error,1525185311.9504788
18.216.32.152,66,Refused,1525185311.9621372
18.216.34.164,12,Refused,1525185312.0161355
18.216.37.46,66,Refused,1525185312.0815642
18.216.40.22,66,Refused,1525185312.1555767
18.216.41.24,66,Refused,1525185312.182384
18.216.42.234,66,Refused,1525185312.2274647
18.216.43.240,66,Refused,1525185312.2572858
18.216.46.245,66,Refused,1525185312.3294756
18.216.48.120,66,Refused,1525185312.3709621
18.216.53.41,66,Refused,1525185312.4875743
18.216.53.40,66,Server Failure,1525185312.4898949
18.216.56.191,66,Refused,1525185312.578635
18.216.59.242,66,Refused,1525185312.6554956
18.216.59.140,66,Refused,1525185312.6674194
18.216.63.220,66,Refused,1525185312.7536771
18.216.64.178,497,No Error,1525185312.7702985
18.216.67.45,66,Refused,1525185312.8377059
18.216.74.98,66,Refused,1525185312.999464
18.216.81.151,66,Refused,1525185313.1724446
18.216.82.34,66,Refused,1525185313.1860213
18.216.82.111,66,Refused,1525185313.191912
18.216.83.72,82,No Error,1525185313.2305534
18.216.85.13,66,Refused,1525185313.2532675
18.216.87.3,82,No Error,1525185313.2972598
18.216.91.45,497,No Error,1525185313.3955789
18.216.94.188,66,Refused,1525185313.4808483
18.216.97.245,82,No Error,1525185313.5624533
18.216.98.255,66,Refused,1525185313.5720146
18.216.99.180,66,Refused,1525185313.5902019
18.216.104.13,66,Refused,1525185313.689464
18.216.109.10,66,Refused,1525185313.8081875
18.219.214.17,77,No Error,1525185313.8224359
18.216.67.150,82,No Error,1525185313.8431847
18.216.110.251,66,Refused,1525185313.8582618
18.218.244.127,77,No Error,1525185313.8800077
18.216.99.199,82,No Error,1525185313.9180593
18.216.101.133,82,No Error,1525185313.9205275
18.216.117.68,66,Refused,1525185313.9962707
18.216.118.152,66,Refused,1525185314.0319145
18.216.111.27,82,No Error,1525185314.0764887
18.216.121.19,66,Refused,1525185314.084955
18.216.121.151,66,Refused,1525185314.0985768
18.216.124.182,66,Refused,1525185314.1826606
18.216.130.125,66,Refused,1525185314.306316
18.216.131.46,66,Refused,1525185314.3240712
18.216.133.245,66,Refused,1525185314.3845553
18.216.135.65,66,Refused,1525185314.4165702
18.216.123.98,66,Server Failure,1525185314.4206128
18.216.136.15,66,Refused,1525185314.4366415
18.216.135.253,66,Refused,1525185314.4407175
18.216.137.43,66,Refused,1525185314.4634826
18.216.139.89,66,Refused,1525185314.521383
18.216.127.225,77,No Error,1525185314.5320475
18.216.127.225,82,No Error,1525185314.5503874
18.216.134.44,82,No Error,1525185314.60681
18.216.143.231,293,No Error,1525185314.6395185
18.216.145.242,66,Refused,1525185314.6706462
18.216.147.164,66,Refused,1525185314.70325
18.216.149.3,66,Refused,1525185314.7336607
18.216.152.112,66,Refused,1525185314.823955
18.216.153.222,82,No Error,1525185314.866377
18.216.155.85,66,Refused,1525185314.8835375
18.216.158.104,66,Refused,1525185314.9542887
18.216.159.95,66,Refused,1525185314.9747884
18.217.110.4,77,No Error,1525185315.0338018
18.218.94.112,77,No Error,1525185315.049404
18.216.155.89,82,No Error,1525185315.053378
18.216.166.200,66,Refused,1525185315.1639116
18.216.169.47,12,Refused,1525185315.2066185
18.216.173.157,82,No Error,1525185315.3343143
18.216.178.19,82,No Error,1525185315.4206922
18.216.179.89,66,Refused,1525185315.4512897
18.216.179.137,66,Refused,1525185315.47726
18.216.180.167,66,Refused,1525185315.4970028
18.216.185.186,66,Refused,1525185315.598384
18.216.186.223,66,Refused,1525185315.630297
18.216.189.234,66,Refused,1525185315.6973383
18.216.191.120,66,Server Failure,1525185315.7330058
18.216.191.231,66,Refused,1525185315.743079
18.216.195.136,66,Server Failure,1525185315.831377
18.216.184.142,82,No Error,1525185315.8483448
18.216.199.38,66,Refused,1525185315.914297
18.216.200.185,66,Refused,1525185315.9515352
18.216.201.11,66,Server Failure,1525185315.9570634
18.216.202.95,82,No Error,1525185315.9895482
18.216.204.55,66,Refused,1525185316.0340445
18.216.205.16,497,No Error,1525185316.0523477
18.216.205.119,66,Refused,1525185316.0601501
18.216.206.55,66,Refused,1525185316.0786552
18.216.207.133,66,Refused,1525185316.1257284
18.216.209.42,66,Refused,1525185316.145716
18.216.217.176,66,Refused,1525185316.3489766
18.216.218.192,66,Refused,1525185316.3724263
18.216.222.60,66,Refused,1525185316.45188
18.216.222.148,66,Refused,1525185316.459266
18.216.227.197,66,Refused,1525185316.576982
18.216.236.49,66,Refused,1525185316.7742677
18.216.236.207,66,Refused,1525185316.7863708
18.216.238.229,66,Refused,1525185316.835499
18.216.238.248,82,No Error,1525185316.857283
18.216.235.43,66,Server Failure,1525185316.9200482
18.216.244.66,66,Refused,1525185316.960112
18.216.244.96,82,No Error,1525185316.9733646
18.216.254.9,66,Refused,1525185317.195601
18.217.2.4,66,Refused,1525185317.2826836
18.216.188.180,77,No Error,1525185317.729506
18.217.3.145,66,Refused,1525185317.7321649
18.217.5.228,66,Refused,1525185317.7383783
18.217.11.127,66,Refused,1525185317.7403934
18.217.15.1,66,Refused,1525185317.7444334
18.217.15.10,66,Refused,1525185317.7450407
18.217.16.20,82,No Error,1525185317.7471654
18.217.17.96,82,No Error,1525185317.7496727
18.217.20.119,66,Refused,1525185317.792626
18.217.27.39,66,Refused,1525185317.9526718
18.217.28.106,82,No Error,1525185317.9814396
18.217.28.194,66,Refused,1525185317.9890146
18.217.30.250,66,Refused,1525185318.0586596
18.217.31.37,66,Server Failure,1525185318.0612671
18.217.32.95,66,Refused,1525185318.0736632
18.217.30.128,82,No Error,1525185318.0783553
18.217.34.69,66,Refused,1525185318.119044
18.219.101.41,77,No Error,1525185318.1761487
18.216.212.95,82,No Error,1525185318.182361
18.217.39.45,66,Refused,1525185318.2326381
18.217.39.157,66,Refused,1525185318.2405841
18.217.40.102,66,Refused,1525185318.2589757
18.217.45.225,66,Refused,1525185318.3895636
18.217.48.117,66,Refused,1525185318.5000272
18.217.51.102,66,Refused,1525185318.514096
18.217.51.198,66,Refused,1525185318.5226228
18.217.52.167,66,Refused,1525185318.5468533
18.217.53.210,82,No Error,1525185318.5892534
18.217.54.239,66,Refused,1525185318.5969799
18.217.62.105,66,Refused,1525185318.7715318
18.217.63.148,66,Refused,1525185318.8003669
18.217.64.151,66,Refused,1525185318.8308089
18.217.65.105,66,Server Failure,1525185318.841201
18.216.4.113,66,Server Failure,1525185318.8515995
18.217.67.33,66,Refused,1525185318.8821008
18.217.71.100,66,Refused,1525185318.9885883
18.217.78.58,66,No Error,1525185319.1385765
18.217.78.88,66,Refused,1525185319.144629
18.217.81.172,66,Refused,1525185319.2182333
18.216.18.130,66,Server Failure,1525185319.4256294
18.217.95.159,66,Refused,1525185319.5440445
18.217.99.6,66,Refused,1525185319.6365273
18.217.105.163,66,Refused,1525185319.777238
18.217.105.94,66,Refused,1525185319.7856379
18.217.106.250,66,Refused,1525185319.8090584
18.217.107.175,66,Refused,1525185319.8233573
18.217.109.162,66,Refused,1525185319.867924
18.217.108.86,82,No Error,1525185320.0096467
18.217.105.40,82,No Error,1525185320.0163376
18.217.116.143,66,Refused,1525185320.0291579
18.216.45.119,66,Server Failure,1525185320.0574028
18.217.117.176,66,Refused,1525185320.0594404
18.217.112.203,82,No Error,1525185320.1133516
18.217.124.41,66,Refused,1525185320.202428
18.217.127.196,66,Refused,1525185320.2948065
18.217.128.129,66,Refused,1525185320.3051794
18.217.129.79,66,Refused,1525185320.3262048
18.217.129.244,66,Refused,1525185320.3395338
18.217.132.67,66,Refused,1525185320.4002047
18.217.133.164,82,No Error,1525185320.427627
18.217.133.251,66,Refused,1525185320.434603
18.217.134.6,66,Refused,1525185320.4401686
18.217.134.179,66,Refused,1525185320.4492211
18.217.139.24,66,Refused,1525185320.5530002
18.217.139.111,66,Refused,1525185320.5584865
18.217.140.112,66,Refused,1525185320.6015704
18.216.32.22,66,Server Failure,1525185320.6380515
18.217.142.7,82,No Error,1525185320.646021
18.217.146.223,66,Refused,1525185320.734817
18.217.147.21,66,Refused,1525185320.7746408
18.217.150.120,66,Refused,1525185320.8245099
18.217.155.165,66,Refused,1525185320.946825
18.217.158.182,130,No Error,1525185321.015617
18.217.166.242,66,Refused,1525185321.2271507
18.217.167.42,66,Refused,1525185321.2290835
18.217.171.44,130,No Error,1525185321.3086314
18.217.172.81,66,Refused,1525185321.3368871
18.217.178.194,66,Refused,1525185321.5006137
18.217.185.200,66,Refused,1525185321.6528823
18.217.186.98,66,Refused,1525185321.6652265
18.217.186.151,82,No Error,1525185321.6692932
18.217.187.24,66,Refused,1525185321.6811502
18.217.187.8,66,Refused,1525185321.685226
18.217.177.149,82,No Error,1525185321.692605
18.217.187.240,66,Refused,1525185321.7136521
18.217.189.112,66,Refused,1525185321.743978
18.217.190.144,66,Refused,1525185321.7685816
18.217.193.235,82,No Error,1525185321.8650835
18.217.202.210,66,Refused,1525185322.056714
18.217.203.118,66,Refused,1525185322.0705657
18.217.211.67,66,Refused,1525185322.2519503
18.217.211.192,66,Refused,1525185322.2645907
18.217.214.25,66,Refused,1525185322.3196402
18.217.216.182,66,Refused,1525185322.3843622
18.216.130.0,66,Server Failure,1525185322.3943696
18.217.217.148,66,Refused,1525185322.4005702
18.217.218.193,66,Refused,1525185322.430401
18.217.219.156,66,Refused,1525185322.4533534
18.217.220.248,66,Refused,1525185322.4855583
18.216.187.46,66,Refused,1525185322.5243454
18.217.225.93,66,Server Failure,1525185322.586057
18.217.227.81,66,Refused,1525185322.6454961
18.217.228.118,66,Refused,1525185322.6631057
18.217.228.237,66,Refused,1525185322.6793907
18.217.229.224,66,Refused,1525185322.6976483
18.217.231.231,66,Refused,1525185322.747494
18.217.232.159,66,Refused,1525185322.766697
18.217.232.225,66,Refused,1525185322.773396
18.217.226.40,66,Server Failure,1525185322.7786481
18.218.236.204,77,No Error,1525185322.7987452
18.217.228.35,82,No Error,1525185322.827626
18.217.236.0,66,Refused,1525185322.8507464
18.217.239.129,66,Refused,1525185322.9316447
18.217.245.193,66,Refused,1525185323.0763593
18.217.246.187,66,Refused,1525185323.1014864
18.217.241.230,66,Server Failure,1525185323.1119192
18.217.248.39,66,Refused,1525185323.1559658
18.217.235.82,66,Server Failure,1525185323.1831086
18.217.236.24,66,Server Failure,1525185323.1876929
18.217.250.222,66,Refused,1525185323.2055454
18.217.251.111,66,Refused,1525185323.2146103
18.217.250.178,66,Refused,1525185323.2224913
18.217.251.238,66,Refused,1525185323.2274225
18.218.0.54,66,Refused,1525185323.3328233
18.218.1.85,66,Refused,1525185323.358606
18.218.1.47,66,Refused,1525185323.3613393
18.218.4.192,66,Refused,1525185323.438304
18.218.5.48,130,No Error,1525185323.463277
18.218.5.42,82,No Error,1525185323.471496
18.216.194.45,66,Server Failure,1525185323.489579
18.218.10.94,66,Refused,1525185323.5719523
18.218.10.100,66,Refused,1525185323.5760083
18.218.12.227,130,No Error,1525185323.6500406
18.217.255.123,66,Server Failure,1525185323.6646364
18.218.15.114,66,Refused,1525185323.6951175
18.218.15.246,66,Refused,1525185323.7086911
18.218.17.174,358,No Error,1525185323.7496417
18.218.18.57,66,Refused,1525185323.759092
18.218.18.207,66,Refused,1525185323.7890906
18.218.21.40,66,Refused,1525185323.8322732
18.218.21.68,66,Refused,1525185323.8363757
18.218.22.158,66,Refused,1525185323.867115
18.218.23.184,66,Server Failure,1525185323.8940468
18.218.17.174,182,No Error,1525185323.9376416
18.218.27.12,66,Refused,1525185323.975877
18.219.177.100,77,No Error,1525185324.0547705
18.218.31.238,66,Refused,1525185324.0999436
18.218.22.240,82,No Error,1525185324.1046348
18.218.33.19,66,Refused,1525185324.125357
18.218.33.130,66,Refused,1525185324.129541
18.218.34.141,66,Refused,1525185324.1534197
18.218.37.145,66,Refused,1525185324.2253478
18.218.38.70,82,No Error,1525185324.2644217
18.218.42.53,66,Refused,1525185324.3406103
18.218.42.56,66,Refused,1525185324.341688
18.218.17.174,166,No Error,1525185324.3453133
18.218.49.54,66,Refused,1525185324.5169904
18.218.50.196,66,Refused,1525185324.5359251
18.218.51.148,66,Refused,1525185324.5587525
18.218.56.36,66,Refused,1525185324.6620984
18.218.56.255,66,Refused,1525185324.7231226
18.218.60.75,66,Refused,1525185324.764376
18.218.62.14,66,Refused,1525185324.799106
18.218.63.193,66,Refused,1525185324.8388162
18.218.66.49,66,Refused,1525185324.8951046
18.218.68.48,66,Refused,1525185324.940336
18.218.73.131,66,Refused,1525185325.0861206
18.218.17.174,152,No Error,1525185325.1525543
18.218.79.115,66,Refused,1525185325.2028267
18.218.81.50,82,No Error,1525185325.2444158
18.218.88.230,66,Refused,1525185325.4180837
18.218.52.7,66,Server Failure,1525185325.5399554
18.218.96.110,66,Refused,1525185325.5955284
18.218.99.55,66,Refused,1525185325.6559641
18.218.102.121,66,Refused,1525185325.7393966
18.218.103.184,66,Refused,1525185325.7609868
18.218.104.7,82,No Error,1525185325.7744265
18.218.103.229,66,Refused,1525185325.7749033
18.218.104.192,66,Refused,1525185325.7852259
18.218.105.56,66,Refused,1525185325.7985137
18.218.108.7,66,Refused,1525185325.8652186
18.218.110.100,66,Refused,1525185325.9151304
18.218.100.231,77,No Error,1525185325.9342906
18.218.111.240,66,Refused,1525185325.9500268
18.218.100.231,98,No Error,1525185325.9560585
18.218.120.227,66,Server Failure,1525185326.1523926
18.218.122.59,66,Refused,1525185326.1900518
18.218.122.149,66,Refused,1525185326.1948373
18.218.125.39,497,No Error,1525185326.2540717
18.218.131.2,66,Refused,1525185326.3892438
18.218.133.234,82,No Error,1525185326.4722328
18.218.137.151,66,Refused,1525185326.55303
18.218.140.247,66,Refused,1525185326.6189077
18.218.141.126,66,Refused,1525185326.6279051
18.217.45.100,66,Server Failure,1525185326.7097657
18.218.17.174,203,No Error,1525185326.7591026
18.218.149.32,66,Refused,1525185326.81424
18.218.125.202,82,No Error,1525185327.173323
18.218.168.65,66,Refused,1525185327.2515733
18.218.171.92,66,Refused,1525185327.3283188
18.218.172.134,66,Refused,1525185327.3500333
18.218.173.67,66,Refused,1525185327.3681238
18.218.181.63,82,No Error,1525185327.5640237
18.218.184.155,66,Refused,1525185327.6446276
18.218.188.232,66,Refused,1525185327.7296762
18.218.190.226,82,No Error,1525185327.7749503
18.218.191.33,66,Refused,1525185327.7782125
18.218.191.162,66,Refused,1525185327.7904196
18.218.196.35,66,Refused,1525185327.8900518
18.218.189.231,77,No Error,1525185327.9180472
18.218.197.64,66,Refused,1525185327.9215317
18.218.189.231,98,No Error,1525185327.9454646
18.218.202.165,66,Server Failure,1525185328.0409973
18.218.205.171,66,Refused,1525185328.1142557
18.218.209.142,497,No Error,1525185328.1986723
18.218.218.105,66,Refused,1525185328.4067335
18.216.167.227,77,No Error,1525185328.416095
18.218.212.51,82,No Error,1525185328.4364223
18.218.221.251,66,Refused,1525185328.4874318
18.218.222.133,66,Refused,1525185328.5013711
18.218.229.82,66,Server Failure,1525185328.660546
18.218.232.133,66,Refused,1525185328.7336838
18.218.233.22,66,Refused,1525185328.7594185
18.217.141.87,66,Server Failure,1525185328.8687282
18.218.241.3,66,Refused,1525185328.9311204
18.218.244.44,66,Refused,1525185328.9914274
18.218.223.54,82,No Error,1525185329.018785
18.218.246.117,66,Refused,1525185329.0251963
18.218.246.149,66,Refused,1525185329.0306985
18.218.246.226,66,Refused,1525185329.034279
18.218.247.146,497,No Error,1525185329.042793
18.218.247.191,66,Refused,1525185329.0515819
18.219.3.39,66,Refused,1525185329.307631
18.218.252.15,66,Server Failure,1525185329.3415184
18.219.5.77,66,Refused,1525185329.3587363
18.219.11.169,66,Refused,1525185329.5081801
18.219.12.93,82,No Error,1525185329.52259
18.219.12.168,66,Refused,1525185329.5366726
18.219.13.174,66,Refused,1525185329.55757
18.219.21.194,66,Refused,1525185329.7376537
18.219.22.145,66,Refused,1525185329.7569783
18.219.25.85,66,Refused,1525185329.822062
18.219.25.190,66,Refused,1525185329.8313386
18.219.26.155,66,Refused,1525185329.8554778
18.219.27.221,66,Refused,1525185329.8823419
18.219.29.54,66,Refused,1525185329.9123793
18.219.30.201,66,Refused,1525185329.9497728
18.218.17.174,216,No Error,1525185329.9758801
18.219.35.12,66,Refused,1525185330.0489905
18.218.212.71,77,No Error,1525185330.105484
18.219.31.197,82,No Error,1525185330.1508334
18.219.40.101,66,Refused,1525185330.173621
18.219.42.1,66,Refused,1525185330.211623
18.219.46.9,66,Refused,1525185330.3066938
18.219.49.238,82,No Error,1525185330.4011292
18.219.52.233,66,Refused,1525185330.4682055
18.219.54.59,66,Refused,1525185330.500224
18.219.54.192,66,Refused,1525185330.511079
18.219.54.224,66,Refused,1525185330.5175734
18.219.55.105,66,Refused,1525185330.5263102
18.219.55.183,66,Refused,1525185330.532447
18.217.212.242,66,Server Failure,1525185330.538323
18.219.56.148,66,Refused,1525185330.5635023
18.218.94.112,77,No Error,1525185330.7380817
18.219.64.156,66,Refused,1525185330.7444224
18.219.56.241,82,No Error,1525185330.7580822
18.219.65.89,82,No Error,1525185330.7641358
18.219.67.91,66,Refused,1525185330.8081489
18.219.70.34,82,No Error,1525185330.870551
18.219.69.251,130,No Error,1525185330.8784657
18.219.66.113,82,No Error,1525185330.9290833
18.219.67.140,66,Refused,1525185330.9753833
18.219.76.226,66,Server Failure,1525185331.0223615
18.219.77.245,66,Refused,1525185331.0489814
18.219.77.242,66,Refused,1525185331.055384
18.219.82.53,66,Refused,1525185331.1443434
18.219.83.21,497,No Error,1525185331.1687167
18.219.90.202,66,Refused,1525185331.3423064
18.219.91.97,66,Refused,1525185331.3586402
18.219.92.25,66,Refused,1525185331.3778648
18.219.94.79,66,Refused,1525185331.4303718
18.219.104.6,66,Refused,1525185331.6540658
18.219.105.215,66,Refused,1525185331.6980727
18.219.108.55,66,Refused,1525185331.7546089
18.219.109.87,66,Refused,1525185331.7798357
18.219.116.70,66,Refused,1525185331.9170039
18.219.115.250,66,Refused,1525185331.9231853
18.219.117.76,66,Refused,1525185331.9329426
18.219.117.250,66,Refused,1525185331.9525332
18.219.119.96,66,Refused,1525185331.9664023
18.219.124.104,66,Refused,1525185332.0698972
18.219.130.53,66,Refused,1525185332.2063222
18.219.132.36,66,Refused,1525185332.2467096
18.219.135.40,66,Refused,1525185332.3169959
18.219.137.148,66,Refused,1525185332.372964
18.219.138.53,66,Refused,1525185332.3884568
18.219.138.248,66,Refused,1525185332.406349
18.219.141.44,66,Refused,1525185332.4628956
18.219.141.54,66,Refused,1525185332.4646235
18.219.144.13,66,Refused,1525185332.5277705
18.218.64.213,66,Server Failure,1525185332.5596116
18.219.106.35,66,Server Failure,1525185332.5719075
18.219.151.244,66,Refused,1525185332.7223432
18.219.146.243,66,Refused,1525185332.7334213
18.219.153.208,66,Refused,1525185332.7503514
18.219.154.27,66,Refused,1525185332.7580204
18.219.157.129,66,Refused,1525185332.8370028
18.219.158.176,66,Refused,1525185332.8620572
18.219.158.170,66,Refused,1525185332.8635406
18.219.163.29,66,Refused,1525185332.9639533
18.218.19.165,66,Server Failure,1525185333.0285523
18.219.166.101,66,Refused,1525185333.0376062
18.219.162.246,66,Server Failure,1525185333.1154513
18.219.128.77,1,Unpack ERROR,1525185333.3179703
18.219.128.77,1,Unpack ERROR,1525185333.3195121
18.219.128.77,1,Unpack ERROR,1525185333.3204248
18.219.128.77,1,Unpack ERROR,1525185333.321135
18.219.128.77,1,Unpack ERROR,1525185333.321935
18.219.128.77,1,Unpack ERROR,1525185333.3235776
18.219.128.77,1,Unpack ERROR,1525185333.3250394
18.219.128.77,1,Unpack ERROR,1525185333.3255882
18.219.128.77,1,Unpack ERROR,1525185333.3264387
18.219.128.77,1,Unpack ERROR,1525185333.3270226
18.219.178.183,66,Refused,1525185333.327426
18.219.128.77,1,Unpack ERROR,1525185333.3994849
18.219.128.77,1,Unpack ERROR,1525185333.4009311
18.219.128.77,1,Unpack ERROR,1525185333.401717
18.219.128.77,1,Unpack ERROR,1525185333.4025402
18.219.128.77,1,Unpack ERROR,1525185333.4033465
18.219.128.77,1,Unpack ERROR,1525185333.4041634
18.219.128.77,1,Unpack ERROR,1525185333.4048693
18.219.128.77,1,Unpack ERROR,1525185333.4057767
18.219.128.77,1,Unpack ERROR,1525185333.4069984
18.219.128.77,1,Unpack ERROR,1525185333.4074702
18.219.186.133,66,Refused,1525185333.5054562
18.219.188.150,66,Refused,1525185333.5543313
18.219.192.113,66,Refused,1525185333.6442127
18.219.195.72,82,No Error,1525185333.7123573
18.218.116.251,66,Server Failure,1525185333.7324
18.219.196.5,66,Refused,1525185333.8823826
18.219.202.42,66,Refused,1525185333.8873494
18.219.204.98,66,Refused,1525185333.9431274
18.218.122.204,66,Server Failure,1525185333.9874215
18.219.200.58,82,No Error,1525185334.0186636
18.219.212.143,66,Refused,1525185334.1065326
18.219.212.223,66,No Error,1525185334.1150777
18.219.212.238,82,No Error,1525185334.118135
18.219.214.230,66,Refused,1525185334.1627495
18.219.216.174,66,No Error,1525185334.2042265
18.219.221.67,66,Refused,1525185334.3097072
18.219.222.84,66,Refused,1525185334.3347867
18.219.223.121,66,Refused,1525185334.3613017
18.219.223.128,66,Refused,1525185334.3653588
18.219.225.86,66,Refused,1525185334.4055889
18.219.225.166,66,Refused,1525185334.4114482
18.219.228.58,66,Refused,1525185334.4730818
18.219.228.244,66,Refused,1525185334.4886425
18.219.229.105,66,Refused,1525185334.498441
18.217.254.39,66,Server Failure,1525185334.5220523
18.219.237.85,66,Refused,1525185334.6832116
18.219.238.145,66,Refused,1525185334.7115176
18.218.17.174,232,No Error,1525185334.763116
18.219.244.0,66,Refused,1525185334.8385396
18.219.245.41,66,Refused,1525185334.866057
18.219.253.19,66,Refused,1525185335.046668
18.219.253.196,66,No Error,1525185335.0620384
18.220.2.221,66,Refused,1525185335.1780581
18.220.5.129,66,Refused,1525185335.2582965
18.220.6.234,66,Refused,1525185335.2691865
18.220.9.71,66,Refused,1525185335.3245997
18.220.16.182,66,Refused,1525185335.4993885
18.220.16.248,66,Refused,1525185335.5051992
18.220.17.110,66,Refused,1525185335.518239
18.220.22.13,66,Refused,1525185335.6241086
18.219.206.193,66,Server Failure,1525185335.6513941
18.220.23.182,66,Refused,1525185335.6683161
18.220.24.142,66,Refused,1525185335.684328
18.220.24.207,66,Refused,1525185335.6878805
18.220.28.110,66,Refused,1525185335.765657
18.220.28.176,66,Refused,1525185335.8013618
18.220.35.160,66,Refused,1525185335.9246016
18.220.37.222,66,Refused,1525185335.9700518
18.218.17.174,142,No Error,1525185336.0097146
18.218.17.174,181,No Error,1525185336.0153759
18.218.17.174,348,No Error,1525185336.0205
18.218.17.174,326,No Error,1525185336.0233006
18.218.17.174,136,No Error,1525185336.0239418
18.220.42.202,66,Refused,1525185336.0729814
18.220.43.41,66,Refused,1525185336.0935903
18.220.44.223,66,Refused,1525185336.1184385
18.220.46.27,66,Refused,1525185336.134316
18.220.47.81,66,Refused,1525185336.1540473
18.220.47.196,66,Server Failure,1525185336.170009
18.220.50.154,66,Refused,1525185336.2001772
18.220.54.45,66,Refused,1525185336.255168
18.220.54.139,66,Refused,1525185336.27637
18.220.56.249,66,Refused,1525185336.3177187
18.220.58.91,66,Refused,1525185336.3435712
18.220.59.203,66,Refused,1525185336.3780398
18.220.60.162,130,No Error,1525185336.4003782
18.220.63.115,82,No Error,1525185336.4781556
18.220.12.227,1,Unpack ERROR,1525185336.4945176
18.220.12.227,1,Unpack ERROR,1525185336.4980159
18.220.12.227,1,Unpack ERROR,1525185336.5009422
18.220.12.227,1,Unpack ERROR,1525185336.5035505
18.220.12.227,1,Unpack ERROR,1525185336.5067215
18.220.12.227,1,Unpack ERROR,1525185336.5095627
18.220.66.91,66,Refused,1525185336.52427
18.220.48.84,82,No Error,1525185336.529683
18.220.12.227,1,Unpack ERROR,1525185336.5873196
18.220.12.227,1,Unpack ERROR,1525185336.5935206
18.220.12.227,1,Unpack ERROR,1525185336.5961668
18.220.69.25,66,Refused,1525185336.601659
18.220.12.227,1,Unpack ERROR,1525185336.6048968
18.220.12.227,1,Unpack ERROR,1525185336.607838
18.220.12.227,1,Unpack ERROR,1525185336.6110651
18.220.12.227,1,Unpack ERROR,1525185336.6147616
18.220.12.227,1,Unpack ERROR,1525185336.6163986
18.220.12.227,1,Unpack ERROR,1525185336.617165
18.220.12.227,1,Unpack ERROR,1525185336.6177063
18.220.12.227,1,Unpack ERROR,1525185336.6182275
18.220.12.227,1,Unpack ERROR,1525185336.6187408
18.220.12.227,1,Unpack ERROR,1525185336.619267
18.220.12.227,1,Unpack ERROR,1525185336.6198032
18.220.12.227,1,Unpack ERROR,1525185336.6203344
18.220.12.227,1,Unpack ERROR,1525185336.6211195
18.220.12.227,1,Unpack ERROR,1525185336.6216466
18.220.12.227,1,Unpack ERROR,1525185336.6221561
18.220.12.227,1,Unpack ERROR,1525185336.6226642
18.220.12.227,1,Unpack ERROR,1525185336.6232169
18.220.12.227,1,Unpack ERROR,1525185336.6237397
18.220.12.227,1,Unpack ERROR,1525185336.624289
18.220.12.227,1,Unpack ERROR,1525185336.625083
18.220.12.227,1,Unpack ERROR,1525185336.6256082
18.220.12.227,1,Unpack ERROR,1525185336.6259196
18.220.12.227,1,Unpack ERROR,1525185336.626191
18.220.12.227,1,Unpack ERROR,1525185336.6264637
18.220.12.227,1,Unpack ERROR,1525185336.626751
18.220.72.88,66,Refused,1525185336.6646442
18.220.72.161,198,No Error,1525185336.670147
18.220.72.184,66,Refused,1525185336.6723258
18.220.77.29,66,Refused,1525185336.7757607
18.220.78.188,66,Refused,1525185336.8133976
18.220.72.161,196,No Error,1525185336.8612592
18.220.81.6,66,Refused,1525185336.867264
18.220.84.204,66,Refused,1525185336.9353282
18.220.86.102,82,No Error,1525185336.9607239
18.220.88.11,66,Refused,1525185336.9857898
